Name,Unique,Type,Cost,Mission/DilemmaType,Span,Points,Quadrant,Affiliation,Icons,Staff,Keywords,Class,Species,Skills,Integrity/Range,Cunning/Weapons,Strength/Shields,Text
Kolaran Raiders (SR),N,Dilemma,1,P,,,,,,,,,,,,,,"Choose a personnel who has Leadership or Security to be stopped. If you cannot, randomly select a personnel to be killed."
Limited Welcome (SR),N,Dilemma,2,D,,,,,,,,,,,,,,"Randomly select nine personnel. All your other personnel are stopped. Place this dilemma on this mission. When you attempt this mission again, after your opponent draws dilemmas, he or she may take this dilemma and add it to those drawn."
Ornaran Threat (SR),N,Dilemma,4,D,,,,,,,,,,,,,,"Randomly select a personnel to be stopped. Unless you have Diplomacy and Medical or 2 Security, that personnel is killed instead, then all your other personnel are stopped and this dilemma returns to its owner's dilemma pile."
Pinned Down (SR),N,Dilemma,2,D,,,,,,,,,,,,,,"Randomly select a personnel to be stopped. If you still have nine personnel remaining, randomly select a second personnel to be stopped. If you still have ten personnel remaining, randomly select a third personnel to be stopped."
Systems Diagnostic (SR),N,Dilemma,2,S,,,,,,,,,,,,,,"Choose a personnel who has Engineer or Programming to be stopped. If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile."
Triage (SR),N,Dilemma,1,P,,,,,,,,,,,,,,"Choose a personnel who has Biology or Medical to be stopped. If you cannot, randomly select a personnel to be killed."
Wavefront (SR),N,Dilemma,2,S,,,,,,,,,,,,,,"Unless you have a personnel who has 2 Astrometrics or a personnel who has 2 Navigation, your opponent chooses an Astrometrics or Navigation personnel to be stopped. If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile."
"Cry ""Havoc!"" (SR)",N,Event,3,,,,,,,,Maneuver.,,,,,,,"Plays in your core. Order - Destroy this event to begin an engagement involving your Leadership personnel. If you win, randomly kill an opponent's personnel involved."
D'Arsay Archive (SR),N,Event,2,,,,,,,,,,,,,,,"Count the number of cards in your hand, shuffle them, and place them on the bottom of your deck to draw an equal number of cards. Destroy this event."
Salvaging the Wreckage (SR),N,Event,3,,,,,,,,,,,,,,,Take up to four personnel and ship cards from your discard pile and place them on the bottom of your deck in any order. Remove this event from the game.
Render Assistance (SR),N,Interrupt,0,,,,,,,,Maneuver.,,,,,,,"When an engagement involving your ship begins, another one of your ships at that mission joins the engagement."
Sunad (SR),N,Personnel,2,,,,,Non-Aligned,[Cmd],,,,Zalkonian,Law Leadership Officer Physics Security,4,5,4,
Azetbur Visionary Chancellor,Y,Personnel,4,,,,,Klingon,[Cmd][Pa],,Chancellor.,,Klingon,Anthropology Diplomacy Exobiology Honor Law 2 Leadership,7,6,6,"When this personnel uses a skill to complete a mission, you may destroy three of your Assault and/or Maneuver events to score 10 points."
Lance Cartwright Co-Conspirator,Y,Personnel,1,,,,,Federation,[Cmd][TOS][Pa][E],,Admiral.,,Human,Astrometrics Intelligence Leadership Officer Security Treachery,3,6,5,"To play this personnel, you must destroy an event you command."
Instigate Dissension,N,Dilemma,4,D,,,,,,,,,,,,,,"Randomly select two personnel to be stopped. Unless you command one or less headquarters missions, your opponent places this dilemma on one of your headquarters missions. You cannot play personnel at this mission. At the end of each of your turns, you may reveal three different non-[NA] personnel from hand who could be played at this headquarters to remove this dilemma from the game."
Breaking the Ice,N,Dilemma,3,S,,,,,,,Persistent.,,,,,,,"Unless you have 3 Geology or two non-Hand Weapon equipment, all your personnel are stopped."
We'll Never Know,N,Dilemma,3,P,,,,,,,Persistent.,,,,,,,"Unless you have 3 Physics or two non-Hand Weapon equipment, all your personnel are stopped."
Once More Unto the Breach,N,Dilemma,3,S,,,,,,,,,,,,,,"Your opponent chooses a staffed Cloaking Device ship he or she commands at this mission. That ship is Weapons +1 until the end of this dilemma. Unless you have Shields>that ship's Weapons, randomly select a personnel to be killed and all of your personnel are stopped."
Debate Over Dinner,N,Event,1,,,,,,,,,,,,,,,"Plays on a mission with no dilemmas beneath it (limit one per mission). When a Consume dilemma is revealed at this mission, place one less dilemma under this mission than that Consume dilemma indicates. When a player completes this mission, he or she may score 5 points."
Gaila Arms Dealer,Y,Personnel,2,,,,,Ferengi,[Cmd],,,,Ferengi,Acquisition Geology Physics Programming Treachery,3,5,5,"At the start of each of your turns, you may take an equipment from beneath your {Ferenginar} and place it in your discard pile to spend 4 additional counters this turn."
D'Ral Mutinous Commander,Y,Personnel,2,,,,,Romulan,[Cmd],,Dissident.,,Romulan,Anthropology Engineer Officer Treachery,3,6,6,"When your [Rom] personnel present is randomly selected by a dilemma, you may replace that personnel with a [Rom] personnel from hand who has the same cost as that personnel. Place the personnel you replaced in his or her owner's discard pile."
Surprise Amity,N,Interrupt,0,,,,,,,,,,,,,,,"When your opponent's mission attempt ends, if that opponent has more points than you, stop each of that opponent's personnel. Place this interrupt on the bottom of your deck."
Breach Barrier,Y,Mission,0,S,4,40,A,Any affiliation may attempt this mission.,,,Region: Great Barrier.,,,"Engineer, Navigation, 2 Science, and Cunning>40",,,,"When you are about to complete this mission, if an opponent has more points than you, choose one - score 5 points; unstop all your personnel; or restore Range of each ship you command."
U.S.S. Enterprise-D Salvaged Ship,Y,Ship,6,,,,,Ferengi,,[Cmd][Stf][Stf][Stf],,Galaxy Class,,,0,8,9,"This ship is Range +2 for each [Fer] Programming personnel aboard. When your personnel complete a planet mission requiring Acquisition, if this ship is at that mission, you may score 10 points."
Kira Nerys Rescuer,Y,Personnel,3,,,,,Bajoran,[Cmd][DS9],,,,Bajoran,Honor Leadership Navigation Security,6,6,6,"When you play this personnel, you may choose one: take up to two of your [Baj] personnel from your discard pile into hand; or place the bottom two cards of your deck in your discard pile."
Strength of Spirit,N,Event,1,,,,,,,,,,,,,,,"Plays in your core. At the start of each of your turns, if you command three different species, you may place this event on the bottom of your deck to download a [SF] Human who has a cost of 3 or less."
Vaatrik Pallra Seductive Manipulator,Y,Personnel,2,,,,,Bajoran,,,,,Bajoran,Acquisition Anthropology Treachery,4,6,4,"When this personnel begins a mission attempt, you may remove a non-[Baj] personnel in your discard pile from the game to download a [Baj] personnel."
Operation Retrieve,Y,Event,0,,,,,,,,,,,,,,,"Plays in your core. When you are about to place an interrupt in your discard pile, if your opponent's personnel is facing a dilemma you own, you may place that interrupt on the bottom of your deck instead."
What You Leave Behind,N,Event,0,,,,,,,,Temporal.,,,,,,,Discard a card from hand to take the bottom two cards of your deck and place them on the top of their owners' decks in random order. Remove this event from the game.
Aldea Aid Legendary Civilization,Y,Mission,0,P,2,35,A,Any affiliation may attempt this mission.,,,,,,"Biology, Diplomacy, Exobiology, Medical, and Cunning>34",,,,"When you complete this mission, place up to 12 total cost of your personnel involved beneath their owners' decks. Your opponents must place their personnel with at least the same total cost beneath their owner's decks."
Laurence T. Stone Portmaster,Y,Personnel,2,,,,,Federation,[Cmd][TOS][Pa],,,,Human,Diplomacy Engineer Law Leadership Officer,6,5,6,You may play this personnel at cost +3 to place up to three of your [TOS] personnel who have a cost of 1 or less on the bottom of their owner's decks.
The Conscience of the King,N,Dilemma,3,D,,,,,,,,,,,,,,Place this dilemma on this mission. Each planet dilemma and space dilemma revealed at this mission is cost -1.
Ferengi Locator Bomb,N,Dilemma,3,P,,,,,,,,,,,,,,"Unless you have Navigation, Physics, and Programming or Acquisition, Treachery, and Cunning>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped."
What Lies Beneath,N,Dilemma,3,S,,,,,,,,,,,,,,"Unless you have Archaeology, Geology, and Honor or Anthropology, Treachery, and Cunning>32, randomly select a personnel to be placed on the bottom of his or her owner's deck and all your personnel are stopped."
Harvest Drone,N,Personnel,5,,,,,Borg,[Stf][Pa],,Drone.,,Borg,Engineer Exobiology Security,5,5,5,"When you take command of a personnel that you do not own, you may randomly select an opponent's personnel present with this personnel, take command of him or her, and place this personnel on the bottom of your deck."
Synergy Drone,N,Personnel,2,,,,,Borg,[Stf][Pa],,Drone.,,Borg,,4,4,4,"When this personnel gains a skill he does not already have, he is attributes +1 until the end of the turn (limit +4)."
Three of Twelve Specialty Drone,Y,Personnel,2,,,,,Borg,[Stf][Pa],,Drone.,,Borg,Medical Science Security,5,5,5,"While this personnel is attempting a mission, each of your unique personnel present is attributes +1."
Weyoun Scheming Negotiator,Y,Personnel,2,,,,,Dominion,[Cmd][TN],,Commander: Tenak'talar.,,Vorta,Anthropology Diplomacy Science Treachery,2,6,4,"When you play a [Dom] Treachery personnel, you may take a Jem'Hadar personnel from your discard pile and place it on the bottom of your deck."
The Perils of Peacemaking,N,Interrupt,0,,,,,,,,,,,,,,,"When a dilemma you own is revealed, the opponent on your left takes a copy of that dilemma from his or her dilemma pile and removes it from the game. That opponent shuffles and replaces his or her dilemma pile face down. Place this interrupt on the bottom of your deck."
The Cost of Freedom,N,Event,2,,,,,,,,,,,,,,,"Plays in your core. At the start of your Execute Orders segment, discard the top three cards of your deck. For each event you discarded this way, each of your [Car] personnel is attributes +1 until the end of the turn. If you do not discard an event this way, all of your [Car] personnel are stopped."
Kes Experienced Ocampa,Y,Personnel,4,,,,,Non-Aligned,[Stf][Voy],,,,Ocampa,Anthropology Exobiology Honor Medical Science Telepathy,7,6,4,"When you play this personnel, you may discard an equipment or event from hand to make this personnel cost -2. When this personnel uses a skill to complete a [DQ] mission, each player may download a personnel with that skill."
Inexorable Torture,Y,Event,0,,,,,,,,Punishment.,,,,,,,"To play this event, you must command three [Car] personnel. Plays in your core. When you are about to place a Capture card or a Punishment card in your discard pile, you may discard the top two cards of your deck to place that card on the bottom of your deck instead."
Shall We Not Revenge?,N,Interrupt,0,,,,,,,,,,,,,,,"When an opponent's personnel uses his or her Anthropology, Astrometrics, Diplomacy, or Security, if he or she is facing a dilemma you own, place the top card of your dilemma pile face down beneath your dilemma stack to kill that personnel. Place this interrupt on the bottom of your deck."
Predictable Response,N,Dilemma,0,P,,,,,,,Consume: 1.,,,,,,,"Unless you have Anthropology and Diplomacy or 2 Security, all your [Cmd] personnel are stopped and this dilemma returns to its owner's dilemma pile."
Curt Reprimand,N,Dilemma,3,D,,,,,,,,,,,,,,"Randomly select three personnel. If the cost of any of those personnel is 1 or less, all three are stopped. Otherwise, randomly select one of those personnel to be stopped."
Show Trial,N,Dilemma,2,D,,,,,,,,,,,,,,"Randomly select a personnel who has Leadership or Medical to be stopped. If you have more points than each of your opponents, randomly select an additional personnel to be stopped."
The Void Alliance,N,Event,2,,,,,,,,,,,,,,,"To play this event, you must command three [Voy] personnel. Plays in your core. When your personnel is facing a dilemma, you may give command of this event to the player on your left to have that personnel gain a skill of your choice until the end of that dilemma (move this event to his or her core)."
Treasured Collectibles,N,Event,0,,,,,,,,,,,,,,,"To play this event, you must command three [Fer] personnel. Place a number of your equipment with a total cost of 3 or more on the bottom of their owner's deck to spend an additional 7 counters this turn. Destroy this event."
Warrior's Resolve,N,Interrupt,0,,,,,,,,,,,,,,,"Order - Randomly select a card in your discard pile to be removed from the game. If that card was a [Kli] personnel, add that personnel's cost to the attributes of each of your [Kli] ships until the end of turn. Place this interrupt on the bottom of your deck."
Hikaru Sulu Loyal Captain,Y,Personnel,4,,,,,Federation,[Cmd][TOS][Pa][E],,Commander: U.S.S. Excelsior.,,Human,Archaeology Astrometrics Honor Leadership Navigation Officer,6,6,6,"You may play this personnel aboard your {U.S.S. Excelsior}. When the ship this personnel is aboard is about to move to a mission where you command a ship, subtract 2 from the Range required."
Jake Sisko Engineer's Apprentice,Y,Personnel,2,,,,,Federation,[DS9],,,,Human,Anthropology Engineer Honor Programming,6,5,5,"When an event in your core is destroyed, if this personnel is equipped with a non-Hand Weapon equipment, you may download a [DS9] personnel. You may do this only once each turn."
Nog Eager Ensign,Y,Personnel,2,,,,,Federation,[Stf][DS9],,,,Ferengi,Acquisition Engineer Officer Physics,6,6,5,"When an event in your core is destroyed, if this personnel is equipped with a non-Hand Weapon equipment, you may download an event. You may do this only once each turn."
