Name,Unique,Cost,Affiliation,Icons,Keywords,Species,Skills,Integrity,Cunning,Strength,Text
Ornithar First Minister,Y,3,Dominion,[Cmd],,Karemma,Acquisition Astrometrics Law Navigation Science,5,5,5,"When you play this personnel, you may give command of your Commodity event to an opponent. This personnel is attributes +1 for each different Commodity you own but an opponent commands (limit +3)."
Zyree,N,2,Dominion,[Stf],,Dosi,Acquisition Diplomacy Exobiology Programming,6,6,5,"When you play this personnel, for each Commodity event you own but an opponent commands, she is cost -1."
Anhaica,N,1,Federation,[Stf][Maq],,Human,Anthropology Medical Security,5,5,6,
Anthwara Leader of the Tribal Council,Y,4,Federation,[Maq],,Human,Anthropology 2 Diplomacy Honor Law Leadership,7,6,3,"When you are about to play an event on a mission, if you command {For the Cause}, you may play that event at cost -1 (or cost -2 if it is being played on a Region: Demilitarized Zone mission)."
Boq'ta,N,2,Federation,[Cmd][DS9],,Bolian,Archaeology Engineer Geology Science,6,5,6,"While an opponent commands an Assault event, this personnel gains Diplomacy and Medical."
Guinan Battleship Bartender,Y,4,Federation,[TNG][AU],,El-Aurian,Anthropology Exobiology Honor,7,7,4,"When you play an [AU][TNG] card at this mission, you may stop this personnel to make that card cost -2."
Jones,N,2,Federation,[Stf][Voy],,Human,Exobiology Programming Science Treachery,4,6,5,"When you play this personnel, you may lose 5 points to destroy an event in an opponent's core."
Kituhwa Tribal Historian,Y,2,Federation,[Stf][Maq],,Human,Anthropology Archaeology Physics,6,5,6,"When you are about to lose command of an event on your mission, you may stop this personnel and discard a [Maq] card from hand to return that event to its owner's hand."
Uhura Experienced Technician,Y,4,Federation,[Stf][TOS][Pa],,Human,Anthropology Engineer Honor Officer Programming,6,6,5,"You may play this personnel at cost -2 to ignore her next ability. When you play this personnel, you may download an interrupt and/or a [TOS] Commander."
Wakasa Tribal Councilor,Y,4,Federation,[Maq],,Human,Anthropology Diplomacy Engineer Geology Honor Programming,6,6,5,"When this personnel is an eligible target for a random selection at a mission with an event on it, you may discard a random card from hand to exclude him and another [Maq] personnel present from that selection."
Worf Clandestine Staffer,Y,4,Federation,[Cmd][DS9],,Klingon,Biology 2 Honor Navigation Security,8,5,8,"You may play this personnel aboard your [TOS] ship. When an opponent plays an event that costs 2 or less, if this personnel is present with three [Pa] personnel, you may return this personnel to his owner's hand to prevent that event and place it in its owner's discard pile."
Jadzia Dax Tongo Player,Y,2,Ferengi,[Cmd],Host.,Trill,Anthropology Astrometrics Science,6,7,6,"While you command a [Fer][DS9] personnel, you may play this personnel at {Mouth of the Wormhole}. When you play this personnel, you may download {Tongo: Confront}."
Iden Lustrous Demagogue,Y,3,Non-Aligned,,Commander: Olarra.,Hologram,Anthropology Biology Exobiology Leadership Science Treachery,4,6,6,"At the start of each of your turns, you may place a Hologram from hand on each Holoprogram event in your core, then draw an equal number of cards."
Kejal Radiant Mender,Y,3,Non-Aligned,,,Hologram,Astrometrics Engineer Honor Programming Science Transporters,6,6,5,"When a card an opponent owns is about to destroy your Holoprogram event, you may discard a Hologram from that event to prevent that."
The Doctor Brilliant Template,Y,4,Non-Aligned,[Voy],,Hologram,Biology Exobiology Medical Programming Science,5,7,5,You may play Holograms from your Holoprogram events as if they were in your hand.
Weiss Glaring Tactician,Y,3,Non-Aligned,,,Hologram,Geology Officer Security Treachery,4,6,6,"When your Hologram present is about to be killed by a dilemma, you may place him or her on your Holoprogram event to prevent that. (You no longer command that Hologram.)"
Markus Forbes Extraction Specialist,Y,2,Starfleet,[Cmd][Pa],MACO.,Human,Diplomacy Leadership Navigation Science Security,5,5,6,"Order - If this personnel is at a non-headquarters mission, discard three [SF] cards (or two MACO personnel) from hand to place a captive you command present with this personnel."
Sara Fisher,N,3,Starfleet,[Stf][Pa],,Alien/Human,Biology Exobiology Medical,4,4,4,This personnel is attributes +1 for each non-Human [SF] personnel you own that has been removed from the game (limit +4).
Seven of Nine Annika *VP,Y,3,Borg,[Stf][AU],Dissident.,Borg,Astrometrics Engineer Exobiology Science,6,7,6,"While you command a [Bor] non-Dissident personnel, this personnel loses all of her skills and her next ability. While this personnel is attempting a [DQ] mission, she and each Dissident personnel present are attributes +1."
Luther Sloan Man of Action *VP,Y,3,Federation,[Cmd][DS9],,Human,Anthropology Intelligence Programming 2 Security 2 Treachery,2,6,5,Order - Remove your event from the game and return this personnel to his owner's hand to destroy an opponent's event.
Azeni Meressa Resistance Spy,Y,3,Bajoran,[Stf][Pa],Bajoran Resistance.,Bajoran,Biology Diplomacy Intelligence Treachery,4,6,6,"While this personnel is facing a dilemma that requires two or more levels of a skill, you may lose 5 points to subtract one level of that skill from that dilemma's requirements."
Crom Open-minded,Y,3,Dominion,[Cmd],General.,Breen,Biology Diplomacy Leadership,5,7,7,"When you play this personnel, if you command four missions that require Strength, you may download up to three [Dom] personnel of different species."
Draz Overeager,Y,2,Dominion,[Stf],,Breen,Engineer Medical Programming Transporters,4,6,7,"When an Assault, Commodity, Infiltration, or Maneuver event you own is destroyed, you may stop your personnel present with a cost of 4 or more to download an Assault, Commodity, Infiltration, or Maneuver event."
Fel Hands-on,Y,4,Dominion,[Stf],,Breen,Archaeology Exobiology Geology Navigation Physics,5,6,7,"When you fail a mission attempt involving this personnel, you may remove him from the game to unstop up to two stopped Breen and an equal number of stopped [Dom] personnel at that mission."
Founder Instigator Unmasked,Y,3,Dominion,[Cmd],Founder. Infiltrator. Shape-shifter.,Changeling,Engineer 2 Intelligence Medical Science,4,8,6,"When an opponent's personnel is about to complete a mission, if this personnel is at that mission, you may remove him from the game to add his skills to that mission's requirements until the end of that opponent's turn."
Kilana Unctuous Negotiator,Y,3,Dominion,[Cmd],,Vorta,Diplomacy Exobiology Geology Medical Transporters Treachery,4,5,3,"When you play a Changeling at this mission, you may reveal the top four cards of your deck. Take each [Dom] ship revealed into your hand. Replace the remaining cards in any order."
Enrique Muniz Dependable Troubleshooter,Y,2,Federation,[Stf][DS9],,Human,Engineer Programming Transporters,6,5,5,"When you play a [DS9] personnel of a species you do not command, you may draw a card. You may do this only once each turn."
Haadok,N,2,Federation,[TOS][Pa][AU],,Vulcan,Anthropology Exobiology Medical Navigation Security,6,6,6,"While you command an [AU] personnel, you may play this personnel at cost +1 to name a unique personnel. That personnel cannot be killed by dilemmas until the end of this turn."
Robin Lefler Pragmatic Specialist,Y,3,Federation,[Stf][TNG],,Human,Engineer Exobiology Physics Science,6,6,5,"When any number of your [TNG] personnel present are about to be stopped by a dilemma that does not require a skill, if a copy of that dilemma is overcome beneath your mission, you may stop this personnel to prevent that."
Solok Calculating Rival,Y,3,Federation,[Cmd][DS9],Commander: U.S.S. T'Kumbra.,Vulcan,Exobiology Leadership Officer Security,5,7,7,"When you play this personnel, if you command two Vulcans, you may draw three cards."
William Patrick Samuels Well-Placed Agent,Y,2,Federation,[Stf][Maq],,Human,Astrometrics Engineer Physics,4,6,5,"When you play this personnel, you may draw a card for each [Maq] Leadership personnel present (limit 3)."
Gint Avaricious Author,Y,4,Ferengi,[Cmd][Pa],,Ferengi,2 Acquisition Law 2 Leadership,4,7,2,"When you play this personnel, you may download three different Commodity events and/or Rule cards."
Stol Wealthy Cousin,Y,3,Ferengi,[Cmd],,Ferengi,Acquisition Astrometrics Engineer Geology Physics Programming,4,4,4,"While this personnel is attempting a mission, he is attributes +1 for each non-Ferengi personnel present (limit +3)."
Zek Devolved Benefactor,Y,4,Ferengi,,Commander: Aurulent.,Ferengi,Acquisition 2 Diplomacy Honor Leadership,7,7,2,"While this personnel is facing a dilemma that requires Acquisition or Honor, he and each Acquisition personnel present cannot be randomly selected by that dilemma."
Dath,N,2,Non-Aligned,[Stf],,Breen,Exobiology Geology Medical Security Transporters,4,5,7,"To play this personnel, you must command a personnel with a cost of 4 or more."
Feqma,N,2,Non-Aligned,[Stf],,Malon,Acquisition Exobiology Physics Transporters,4,5,4,"While this personnel is attempting a mission with an event on it, he is attributes +2."
John Doe Emergent Herald,Y,3,Non-Aligned,,,Alien,Honor Leadership Medical Navigation,8,5,5,"When you gain command of this personnel, you may shuffle up to four personnel from your discard pile into their owner's deck."
Juliana Tainer Unknowing Automaton,Y,3,Non-Aligned,,,Android,Diplomacy 2 Geology Honor Science,7,7,4,"When this personnel is facing a dilemma, you may reveal three Androids from hand to make this personnel become a species of your choice until the end of that dilemma."
Obrist Temporal Tactician,Y,2,Non-Aligned,[Cmd][AU],,Krenim,Anthropology Archaeology Officer Physics Science,6,6,6,"At the start of your first turn, you may discard this card from hand to shuffle your hand into your deck, then draw six cards."
Yranac,N,2,Non-Aligned,,,Yridian,Acquisition Engineer Navigation Transporters,5,5,5,"When you play this personnel, if you have not revealed your hand this turn, you may reveal your hand to draw two cards."
Ba'el Clutching Two Worlds,Y,2,Romulan,,,Klingon/Romulan,Anthropology Exobiology Honor,6,5,5,"While this personnel is attempting a mission, she is attributes +1 for each unique Klingon present (limit +4)."
Gi'ral Reproachful Matriarch,Y,3,Romulan,[Stf],,Klingon,Anthropology Exobiology Medical Physics Science,6,5,5,"When your personnel present is facing a dilemma, you may discard the top card of your deck to choose one: that personnel becomes Klingon; or that personnel becomes [Rom]. These effects last until the end of that dilemma."
L'Kor Ranking Elder,Y,4,Romulan,[Cmd],,Klingon,Archaeology Honor Law Leadership Security,7,5,7,"When this personnel is an eligible target for a random selection, you may discard a Klingon from hand to exclude a [Rom] personnel (or two Klingons) present from that selection."
Tokath Keeping the Peace,Y,3,Romulan,[Cmd],,Romulan,Diplomacy Intelligence Leadership Navigation Transporters,6,6,6,"When this personnel is facing a dilemma, you may place a Klingon in your discard pile on the bottom of his or her owner's deck to make your [Rom] personnel present lose all of his or her skills until the end of that dilemma."
Toq,N,2,Romulan,[Stf],,Klingon,Engineer Geology Programming Security,6,4,7,"When you play this personnel, if you command a unique [Rom] Klingon, you may discard a card from hand to draw two cards."
Vakis Misinformed Operative,Y,2,Romulan,[Stf],,Romulan,Biology Intelligence Medical,4,7,5,"When you play an Assassin, you may discard a card from hand to place that personnel on any headquarters mission or on any planet."
Zefram Cochrane Ready to Make History *VP,Y,4,Non-Aligned,[Cmd][Pa],Commander: Phoenix.,Human,2 Astrometrics Engineer 2 Navigation Physics Programming Science,5,7,5,"When you play a ship at this mission, you may stop this personnel to make that ship cost -2."
Dukat Anjohl Tennan *VP,Y,2,Bajoran,[Cmd],,Cardassian,Anthropology Archaeology Diplomacy Programming 2 Treachery,2,6,6,"While this personnel is facing a dilemma, you may remove an Anthropology or Leadership personnel in your discard pile from the game to make this personnel attributes +1 until the end of this mission attempt."
Odo Founder Adept Imposter *VP,Y,2,Dominion,[Cmd],Founder. Infiltrator. Shape-shifter.,Changeling,Engineer Programming Security Treachery,3,6,8,"When you are about to place an Infiltration card in your discard pile, if this personnel is present with an opponent's personnel, you may place that Infiltration card on top of your deck instead."
Shran In Archer's Debt *VP,Y,3,Non-Aligned,[Cmd][Pa],Commander: Kumari.,Andorian,Astrometrics Leadership Navigation Officer Transporters,4,5,6,"When this personnel is stopped by a dilemma, you may discard a card from hand to take your overcome dilemma and place it on the bottom of your dilemma pile."
